school,date,duration,people,level,price
niss,2027-02-08,full,2,3,0
snowman,2027-02-08,full,2,3,NA
chase4snow,2027-02-08,full,3,0,97000
snowandflow,2027-02-08,full,3,0,98000
pinnacle,2027-02-08,full,3,0,94000
fuyu,2027-02-08,full,3,0,98000
baddies,2027-02-08,full,3,0,135000
gosnow,2027-02-08,full,3,0,130000
niss,2027-02-08,full,3,0,120000
snowman,2027-02-08,full,3,0,NA
chase4snow,2027-02-08,full,3,1,107000
snowandflow,2027-02-08,full,3,1,104000
pinnacle,2027-02-08,full,3,1,101000
fuyu,2027-02-08,full,3,1,0
baddies,2027-02-08,full,3,1,143000
gosnow,2027-02-08,full,3,1,0
niss,2027-02-08,full,3,1,0
snowman,2027-02-08,full,3,1,NA
chase4snow,2027-02-08,full,3,2,107000
snowandflow,2027-02-08,full,3,2,104000
pinnacle,2027-02-08,full,3,2,101000
fuyu,2027-02-08,full,3,2,0
baddies,2027-02-08,full,3,2,143000
gosnow,2027-02-08,full,3,2,0
niss,2027-02-08,full,3,2,0
snowman,2027-02-08,full,3,2,NA
chase4snow,2027-02-08,full,3,3,108000
snowandflow,2027-02-08,full,3,3,0
pinnacle,2027-02-08,full,3,3,114000
fuyu,2027-02-08,full,3,3,0
baddies,2027-02-08,full,3,3,0
gosnow,2027-02-08,full,3,3,0
niss,2027-02-08,full,3,3,0
snowman,2027-02-08,full,3,3,NA
chase4snow,2027-02-08,full,4,0,97000
snowandflow,2027-02-08,full,4,0,102000
pinnacle,2027-02-08,full,4,0,99000
fuyu,2027-02-08,full,4,0,98000
baddies,2027-02-08,full,4,0,0
gosnow,2027-02-08,full,4,0,130000
niss,2027-02-08,full,4,0,120000
snowman,2027-02-08,full,4,0,NA
chase4snow,2027-02-08,full,4,1,107000
snowandflow,2027-02-08,full,4,1,108000
pinnacle,2027-02-08,full,4,1,106000
fuyu,2027-02-08,full,4,1,0
baddies,2027-02-08,full,4,1,0
gosnow,2027-02-08,full,4,1,0
niss,2027-02-08,full,4,1,0
snowman,2027-02-08,full,4,1,NA
chase4snow,2027-02-08,full,4,2,107000
snowandflow,2027-02-08,full,4,2,108000
pinnacle,2027-02-08,full,4,2,106000
fuyu,2027-02-08,full,4,2,0
baddies,2027-02-08,full,4,2,0
gosnow,2027-02-08,full,4,2,0
niss,2027-02-08,full,4,2,0
snowman,2027-02-08,full,4,2,NA
chase4snow,2027-02-08,full,4,3,108000
snowandflow,2027-02-08,full,4,3,0
pinnacle,2027-02-08,full,4,3,119000
fuyu,2027-02-08,full,4,3,0
baddies,2027-02-08,full,4,3,0
gosnow,2027-02-08,full,4,3,0
niss,2027-02-08,full,4,3,0
snowman,2027-02-08,full,4,3,NA
chase4snow,2027-02-08,full,5,0,112000
snowandflow,2027-02-08,full,5,0,0
pinnacle,2027-02-08,full,5,0,0
fuyu,2027-02-08,full,5,0,98000
baddies,2027-02-08,full,5,0,0
gosnow,2027-02-08,full,5,0,130000
niss,2027-02-08,full,5,0,120000
snowman,2027-02-08,full,5,0,NA
chase4snow,2027-02-08,full,5,1,122000
snowandflow,2027-02-08,full,5,1,0
pinnacle,2027-02-08,full,5,1,0
fuyu,2027-02-08,full,5,1,0
baddies,2027-02-08,full,5,1,0
gosnow,2027-02-08,full,5,1,0
niss,2027-02-08,full,5,1,0
snowman,2027-02-08,full,5,1,NA
chase4snow,2027-02-08,full,5,2,122000
snowandflow,2027-02-08,full,5,2,0
pinnacle,2027-02-08,full,5,2,0
fuyu,2027-02-08,full,5,2,0
baddies,2027-02-08,full,5,2,0
gosnow,2027-02-08,full,5,2,0
niss,2027-02-08,full,5,2,0
snowman,2027-02-08,full,5,2,NA
chase4snow,2027-02-08,full,5,3,123000
snowandflow,2027-02-08,full,5,3,0
pinnacle,2027-02-08,full,5,3,0
fuyu,2027-02-08,full,5,3,0
baddies,2027-02-08,full,5,3,0
gosnow,2027-02-08,full,5,3,0
niss,2027-02-08,full,5,3,0
snowman,2027-02-08,full,5,3,NA
chase4snow,2027-02-08,full,6,0,127000
snowandflow,2027-02-08,full,6,0,0
pinnacle,2027-02-08,full,6,0,0
fuyu,2027-02-08,full,6,0,0
baddies,2027-02-08,full,6,0,0
gosnow,2027-02-08,full,6,0,130000
niss,2027-02-08,full,6,0,120000
snowman,2027-02-08,full,6,0,NA
chase4snow,2027-02-08,full,6,1,137000
snowandflow,2027-02-08,full,6,1,0
pinnacle,2027-02-08,full,6,1,0
fuyu,2027-02-08,full,6,1,0
baddies,2027-02-08,full,6,1,0
gosnow,2027-02-08,full,6,1,0
niss,2027-02-08,full,6,1,0
snowman,2027-02-08,full,6,1,NA
chase4snow,2027-02-08,full,6,2,137000
snowandflow,2027-02-08,full,6,2,0
pinnacle,2027-02-08,full,6,2,0
fuyu,2027-02-08,full,6,2,0
baddies,2027-02-08,full,6,2,0
gosnow,2027-02-08,full,6,2,0
niss,2027-02-08,full,6,2,0
snowman,2027-02-08,full,6,2,NA
chase4snow,2027-02-08,full,6,3,138000
snowandflow,2027-02-08,full,6,3,0
pinnacle,2027-02-08,full,6,3,0
fuyu,2027-02-08,full,6,3,0
baddies,2027-02-08,full,6,3,0
gosnow,2027-02-08,full,6,3,0
niss,2027-02-08,full,6,3,0
snowman,2027-02-08,full,6,3,NA
chase4snow,2027-02-09,half,1,0,70000
snowandflow,2027-02-09,half,1,0,58000
pinnacle,2027-02-09,half,1,0,62000
fuyu,2027-02-09,half,1,0,72000
baddies,2027-02-09,half,1,0,81000
gosnow,2027-02-09,half,1,0,99000
niss,2027-02-09,half,1,0,93000
snowman,2027-02-09,half,1,0,NA
chase4snow,2027-02-09,half,1,1,76000
snowandflow,2027-02-09,half,1,1,63000
pinnacle,2027-02-09,half,1,1,68000
fuyu,2027-02-09,half,1,1,0
baddies,2027-02-09,half,1,1,89000
gosnow,2027-02-09,half,1,1,0
niss,2027-02-09,half,1,1,0
snowman,2027-02-09,half,1,1,NA
chase4snow,2027-02-09,half,1,2,76000
snowandflow,2027-02-09,half,1,2,63000
pinnacle,2027-02-09,half,1,2,68000
fuyu,2027-02-09,half,1,2,0
baddies,2027-02-09,half,1,2,89000
gosnow,2027-02-09,half,1,2,0
niss,2027-02-09,half,1,2,0
snowman,2027-02-09,half,1,2,NA
chase4snow,2027-02-09,half,1,3,77000
snowandflow,2027-02-09,half,1,3,0
pinnacle,2027-02-09,half,1,3,77000
fuyu,2027-02-09,half,1,3,0
baddies,2027-02-09,half,1,3,0
gosnow,2027-02-09,half,1,3,0
niss,2027-02-09,half,1,3,0
snowman,2027-02-09,half,1,3,NA
chase4snow,2027-02-09,half,2,0,70000
snowandflow,2027-02-09,half,2,0,62000
pinnacle,2027-02-09,half,2,0,65000
fuyu,2027-02-09,half,2,0,72000
baddies,2027-02-09,half,2,0,81000
gosnow,2027-02-09,half,2,0,99000
niss,2027-02-09,half,2,0,93000
snowman,2027-02-09,half,2,0,NA
chase4snow,2027-02-09,half,2,1,76000
snowandflow,2027-02-09,half,2,1,67000
pinnacle,2027-02-09,half,2,1,71000
fuyu,2027-02-09,half,2,1,0
baddies,2027-02-09,half,2,1,89000
gosnow,2027-02-09,half,2,1,0
niss,2027-02-09,half,2,1,0
snowman,2027-02-09,half,2,1,NA
chase4snow,2027-02-09,half,2,2,76000
snowandflow,2027-02-09,half,2,2,67000
pinnacle,2027-02-09,half,2,2,71000
fuyu,2027-02-09,half,2,2,0
baddies,2027-02-09,half,2,2,89000
gosnow,2027-02-09,half,2,2,0
niss,2027-02-09,half,2,2,0
snowman,2027-02-09,half,2,2,NA
chase4snow,2027-02-09,half,2,3,77000
snowandflow,2027-02-09,half,2,3,0
pinnacle,2027-02-09,half,2,3,80000
fuyu,2027-02-09,half,2,3,0
baddies,2027-02-09,half,2,3,0
gosnow,2027-02-09,half,2,3,0
niss,2027-02-09,half,2,3,0
snowman,2027-02-09,half,2,3,NA
chase4snow,2027-02-09,half,3,0,70000
snowandflow,2027-02-09,half,3,0,72000
pinnacle,2027-02-09,half,3,0,69000
fuyu,2027-02-09,half,3,0,72000
baddies,2027-02-09,half,3,0,81000
gosnow,2027-02-09,half,3,0,99000
niss,2027-02-09,half,3,0,93000
snowman,2027-02-09,half,3,0,NA
chase4snow,2027-02-09,half,3,1,76000
snowandflow,2027-02-09,half,3,1,77000
pinnacle,2027-02-09,half,3,1,75000
fuyu,2027-02-09,half,3,1,0
baddies,2027-02-09,half,3,1,89000
gosnow,2027-02-09,half,3,1,0
niss,2027-02-09,half,3,1,0
snowman,2027-02-09,half,3,1,NA
chase4snow,2027-02-09,half,3,2,76000
snowandflow,2027-02-09,half,3,2,77000
pinnacle,2027-02-09,half,3,2,75000
fuyu,2027-02-09,half,3,2,0
baddies,2027-02-09,half,3,2,89000
gosnow,2027-02-09,half,3,2,0
niss,2027-02-09,half,3,2,0
snowman,2027-02-09,half,3,2,NA
chase4snow,2027-02-09,half,3,3,77000
snowandflow,2027-02-09,half,3,3,0
pinnacle,2027-02-09,half,3,3,84000
fuyu,2027-02-09,half,3,3,0
baddies,2027-02-09,half,3,3,0
gosnow,2027-02-09,half,3,3,0
niss,2027-02-09,half,3,3,0
snowman,2027-02-09,half,3,3,NA
chase4snow,2027-02-09,half,4,0,70000
snowandflow,2027-02-09,half,4,0,76000
pinnacle,2027-02-09,half,4,0,74000
fuyu,2027-02-09,half,4,0,72000
baddies,2027-02-09,half,4,0,0
gosnow,2027-02-09,half,4,0,99000
niss,2027-02-09,half,4,0,93000
snowman,2027-02-09,half,4,0,NA
chase4snow,2027-02-09,half,4,1,76000
snowandflow,2027-02-09,half,4,1,81000
pinnacle,2027-02-09,half,4,1,80000
fuyu,2027-02-09,half,4,1,0
baddies,2027-02-09,half,4,1,0
gosnow,2027-02-09,half,4,1,0
niss,2027-02-09,half,4,1,0
snowman,2027-02-09,half,4,1,NA
chase4snow,2027-02-09,half,4,2,76000
snowandflow,2027-02-09,half,4,2,81000
pinnacle,2027-02-09,half,4,2,80000
fuyu,2027-02-09,half,4,2,0
baddies,2027-02-09,half,4,2,0
gosnow,2027-02-09,half,4,2,0
niss,2027-02-09,half,4,2,0
snowman,2027-02-09,half,4,2,NA
chase4snow,2027-02-09,half,4,3,77000
snowandflow,2027-02-09,half,4,3,0
pinnacle,2027-02-09,half,4,3,89000
fuyu,2027-02-09,half,4,3,0
baddies,2027-02-09,half,4,3,0
gosnow,2027-02-09,half,4,3,0
niss,2027-02-09,half,4,3,0
snowman,2027-02-09,half,4,3,NA
chase4snow,2027-02-09,half,5,0,85000
snowandflow,2027-02-09,half,5,0,0
pinnacle,2027-02-09,half,5,0,0
fuyu,2027-02-09,half,5,0,72000
baddies,2027-02-09,half,5,0,0
gosnow,2027-02-09,half,5,0,99000
niss,2027-02-09,half,5,0,93000
snowman,2027-02-09,half,5,0,NA
chase4snow,2027-02-09,half,5,1,91000
snowandflow,2027-02-09,half,5,1,0
pinnacle,2027-02-09,half,5,1,0
fuyu,2027-02-09,half,5,1,0
baddies,2027-02-09,half,5,1,0
gosnow,2027-02-09,half,5,1,0
niss,2027-02-09,half,5,1,0
snowman,2027-02-09,half,5,1,NA
chase4snow,2027-02-09,half,5,2,91000
snowandflow,2027-02-09,half,5,2,0
pinnacle,2027-02-09,half,5,2,0
fuyu,2027-02-09,half,5,2,0
baddies,2027-02-09,half,5,2,0
gosnow,2027-02-09,half,5,2,0
niss,2027-02-09,half,5,2,0
snowman,2027-02-09,half,5,2,NA
chase4snow,2027-02-09,half,5,3,92000
snowandflow,2027-02-09,half,5,3,0
pinnacle,2027-02-09,half,5,3,0
fuyu,2027-02-09,half,5,3,0
baddies,2027-02-09,half,5,3,0
gosnow,2027-02-09,half,5,3,0
niss,2027-02-09,half,5,3,0
snowman,2027-02-09,half,5,3,NA
chase4snow,2027-02-09,half,6,0,100000
snowandflow,2027-02-09,half,6,0,0
pinnacle,2027-02-09,half,6,0,0
fuyu,2027-02-09,half,6,0,0
baddies,2027-02-09,half,6,0,0
gosnow,2027-02-09,half,6,0,99000
niss,2027-02-09,half,6,0,93000
snowman,2027-02-09,half,6,0,NA
chase4snow,2027-02-09,half,6,1,106000
snowandflow,2027-02-09,half,6,1,0
pinnacle,2027-02-09,half,6,1,0
fuyu,2027-02-09,half,6,1,0
baddies,2027-02-09,half,6,1,0
gosnow,2027-02-09,half,6,1,0
niss,2027-02-09,half,6,1,0
snowman,2027-02-09,half,6,1,NA
chase4snow,2027-02-09,half,6,2,106000
snowandflow,2027-02-09,half,6,2,0
pinnacle,2027-02-09,half,6,2,0
fuyu,2027-02-09,half,6,2,0
baddies,2027-02-09,half,6,2,0
gosnow,2027-02-09,half,6,2,0
niss,2027-02-09,half,6,2,0
snowman,2027-02-09,half,6,2,NA
chase4snow,2027-02-09,half,6,3,107000
snowandflow,2027-02-09,half,6,3,0
pinnacle,2027-02-09,half,6,3,0
fuyu,2027-02-09,half,6,3,0
baddies,2027-02-09,half,6,3,0
gosnow,2027-02-09,half,6,3,0
niss,2027-02-09,half,6,3,0
snowman,2027-02-09,half,6,3,NA
chase4snow,2027-02-09,full,1,0,97000
snowandflow,2027-02-09,full,1,0,88000
pinnacle,2027-02-09,full,1,0,87000
fuyu,2027-02-09,full,1,0,98000
baddies,2027-02-09,full,1,0,135000
gosnow,2027-02-09,full,1,0,130000
niss,2027-02-09,full,1,0,120000
snowman,2027-02-09,full,1,0,NA
chase4snow,2027-02-09,full,1,1,107000
snowandflow,2027-02-09,full,1,1,94000
pinnacle,2027-02-09,full,1,1,94000
fuyu,2027-02-09,full,1,1,0
baddies,2027-02-09,full,1,1,143000
gosnow,2027-02-09,full,1,1,0
niss,2027-02-09,full,1,1,0
snowman,2027-02-09,full,1,1,NA
chase4snow,2027-02-09,full,1,2,107000
snowandflow,2027-02-09,full,1,2,94000
pinnacle,2027-02-09,full,1,2,94000
fuyu,2027-02-09,full,1,2,0
baddies,2027-02-09,full,1,2,143000
gosnow,2027-02-09,full,1,2,0
niss,2027-02-09,full,1,2,0
snowman,2027-02-09,full,1,2,NA
chase4snow,2027-02-09,full,1,3,108000
snowandflow,2027-02-09,full,1,3,0
pinnacle,2027-02-09,full,1,3,107000
fuyu,2027-02-09,full,1,3,0
baddies,2027-02-09,full,1,3,0
gosnow,2027-02-09,full,1,3,0
niss,2027-02-09,full,1,3,0
snowman,2027-02-09,full,1,3,NA
chase4snow,2027-02-09,full,2,0,97000
snowandflow,2027-02-09,full,2,0,92000
pinnacle,2027-02-09,full,2,0,90000
fuyu,2027-02-09,full,2,0,98000
baddies,2027-02-09,full,2,0,135000
gosnow,2027-02-09,full,2,0,130000
niss,2027-02-09,full,2,0,120000
snowman,2027-02-09,full,2,0,NA
chase4snow,2027-02-09,full,2,1,107000
snowandflow,2027-02-09,full,2,1,98000
pinnacle,2027-02-09,full,2,1,97000
fuyu,2027-02-09,full,2,1,0
baddies,2027-02-09,full,2,1,143000
gosnow,2027-02-09,full,2,1,0
niss,2027-02-09,full,2,1,0
snowman,2027-02-09,full,2,1,NA
chase4snow,2027-02-09,full,2,2,107000
snowandflow,2027-02-09,full,2,2,98000
pinnacle,2027-02-09,full,2,2,97000
fuyu,2027-02-09,full,2,2,0
baddies,2027-02-09,full,2,2,143000
gosnow,2027-02-09,full,2,2,0
niss,2027-02-09,full,2,2,0
snowman,2027-02-09,full,2,2,NA
chase4snow,2027-02-09,full,2,3,108000
snowandflow,2027-02-09,full,2,3,0
pinnacle,2027-02-09,full,2,3,110000
fuyu,2027-02-09,full,2,3,0
baddies,2027-02-09,full,2,3,0
gosnow,2027-02-09,full,2,3,0
niss,2027-02-09,full,2,3,0
snowman,2027-02-09,full,2,3,NA
chase4snow,2027-02-09,full,3,0,97000
snowandflow,2027-02-09,full,3,0,98000
pinnacle,2027-02-09,full,3,0,94000
fuyu,2027-02-09,full,3,0,98000
baddies,2027-02-09,full,3,0,135000
gosnow,2027-02-09,full,3,0,130000
niss,2027-02-09,full,3,0,120000
snowman,2027-02-09,full,3,0,NA
chase4snow,2027-02-09,full,3,1,107000
snowandflow,2027-02-09,full,3,1,104000
pinnacle,2027-02-09,full,3,1,101000
fuyu,2027-02-09,full,3,1,0
baddies,2027-02-09,full,3,1,143000
gosnow,2027-02-09,full,3,1,0
niss,2027-02-09,full,3,1,0
snowman,2027-02-09,full,3,1,NA
chase4snow,2027-02-09,full,3,2,107000
snowandflow,2027-02-09,full,3,2,104000
pinnacle,2027-02-09,full,3,2,101000
fuyu,2027-02-09,full,3,2,0
baddies,2027-02-09,full,3,2,143000
gosnow,2027-02-09,full,3,2,0
niss,2027-02-09,full,3,2,0
snowman,2027-02-09,full,3,2,NA
chase4snow,2027-02-09,full,3,3,108000
snowandflow,2027-02-09,full,3,3,0
pinnacle,2027-02-09,full,3,3,114000
fuyu,2027-02-09,full,3,3,0
baddies,2027-02-09,full,3,3,0
gosnow,2027-02-09,full,3,3,0
niss,2027-02-09,full,3,3,0
snowman,2027-02-09,full,3,3,NA
chase4snow,2027-02-09,full,4,0,97000
snowandflow,2027-02-09,full,4,0,102000
pinnacle,2027-02-09,full,4,0,99000
fuyu,2027-02-09,full,4,0,98000
baddies,2027-02-09,full,4,0,0
gosnow,2027-02-09,full,4,0,130000
niss,2027-02-09,full,4,0,120000
snowman,2027-02-09,full,4,0,NA
chase4snow,2027-02-09,full,4,1,107000
snowandflow,2027-02-09,full,4,1,108000
pinnacle,2027-02-09,full,4,1,106000
fuyu,2027-02-09,full,4,1,0
baddies,2027-02-09,full,4,1,0
gosnow,2027-02-09,full,4,1,0
niss,2027-02-09,full,4,1,0
snowman,2027-02-09,full,4,1,NA
chase4snow,2027-02-09,full,4,2,107000
snowandflow,2027-02-09,full,4,2,108000
pinnacle,2027-02-09,full,4,2,106000
fuyu,2027-02-09,full,4,2,0
baddies,2027-02-09,full,4,2,0
gosnow,2027-02-09,full,4,2,0
niss,2027-02-09,full,4,2,0
snowman,2027-02-09,full,4,2,NA
chase4snow,2027-02-09,full,4,3,108000
snowandflow,2027-02-09,full,4,3,0
pinnacle,2027-02-09,full,4,3,119000
fuyu,2027-02-09,full,4,3,0
baddies,2027-02-09,full,4,3,0
gosnow,2027-02-09,full,4,3,0
niss,2027-02-09,full,4,3,0
snowman,2027-02-09,full,4,3,NA
chase4snow,2027-02-09,full,5,0,112000
snowandflow,2027-02-09,full,5,0,0
pinnacle,2027-02-09,full,5,0,0
fuyu,2027-02-09,full,5,0,98000
baddies,2027-02-09,full,5,0,0
gosnow,2027-02-09,full,5,0,130000
niss,2027-02-09,full,5,0,120000
snowman,2027-02-09,full,5,0,NA
chase4snow,2027-02-09,full,5,1,122000
snowandflow,2027-02-09,full,5,1,0
pinnacle,2027-02-09,full,5,1,0
fuyu,2027-02-09,full,5,1,0
baddies,2027-02-09,full,5,1,0
gosnow,2027-02-09,full,5,1,0
niss,2027-02-09,full,5,1,0
snowman,2027-02-09,full,5,1,NA
chase4snow,2027-02-09,full,5,2,122000
snowandflow,2027-02-09,full,5,2,0
pinnacle,2027-02-09,full,5,2,0
fuyu,2027-02-09,full,5,2,0
baddies,2027-02-09,full,5,2,0
gosnow,2027-02-09,full,5,2,0
niss,2027-02-09,full,5,2,0
snowman,2027-02-09,full,5,2,NA
chase4snow,2027-02-09,full,5,3,123000
snowandflow,2027-02-09,full,5,3,0
pinnacle,2027-02-09,full,5,3,0
fuyu,2027-02-09,full,5,3,0
baddies,2027-02-09,full,5,3,0
gosnow,2027-02-09,full,5,3,0
niss,2027-02-09,full,5,3,0
snowman,2027-02-09,full,5,3,NA
chase4snow,2027-02-09,full,6,0,127000
snowandflow,2027-02-09,full,6,0,0
pinnacle,2027-02-09,full,6,0,0
fuyu,2027-02-09,full,6,0,0
baddies,2027-02-09,full,6,0,0
gosnow,2027-02-09,full,6,0,130000
niss,2027-02-09,full,6,0,120000
snowman,2027-02-09,full,6,0,NA
chase4snow,2027-02-09,full,6,1,137000
snowandflow,2027-02-09,full,6,1,0
pinnacle,2027-02-09,full,6,1,0
fuyu,2027-02-09,full,6,1,0
baddies,2027-02-09,full,6,1,0
gosnow,2027-02-09,full,6,1,0
niss,2027-02-09,full,6,1,0
snowman,2027-02-09,full,6,1,NA
chase4snow,2027-02-09,full,6,2,137000
snowandflow,2027-02-09,full,6,2,0
pinnacle,2027-02-09,full,6,2,0
fuyu,2027-02-09,full,6,2,0
baddies,2027-02-09,full,6,2,0
gosnow,2027-02-09,full,6,2,0
niss,2027-02-09,full,6,2,0
snowman,2027-02-09,full,6,2,NA
chase4snow,2027-02-09,full,6,3,138000
snowandflow,2027-02-09,full,6,3,0
pinnacle,2027-02-09,full,6,3,0
fuyu,2027-02-09,full,6,3,0
baddies,2027-02-09,full,6,3,0
gosnow,2027-02-09,full,6,3,0
niss,2027-02-09,full,6,3,0
snowman,2027-02-09,full,6,3,NA
chase4snow,2027-02-10,half,1,0,70000
snowandflow,2027-02-10,half,1,0,58000
pinnacle,2027-02-10,half,1,0,62000
fuyu,2027-02-10,half,1,0,72000
baddies,2027-02-10,half,1,0,81000
gosnow,2027-02-10,half,1,0,99000
niss,2027-02-10,half,1,0,93000
snowman,2027-02-10,half,1,0,NA
chase4snow,2027-02-10,half,1,1,76000
snowandflow,2027-02-10,half,1,1,63000
pinnacle,2027-02-10,half,1,1,68000
fuyu,2027-02-10,half,1,1,0
baddies,2027-02-10,half,1,1,89000
gosnow,2027-02-10,half,1,1,0
niss,2027-02-10,half,1,1,0
snowman,2027-02-10,half,1,1,NA
chase4snow,2027-02-10,half,1,2,76000
snowandflow,2027-02-10,half,1,2,63000
pinnacle,2027-02-10,half,1,2,68000
fuyu,2027-02-10,half,1,2,0
baddies,2027-02-10,half,1,2,89000
gosnow,2027-02-10,half,1,2,0
niss,2027-02-10,half,1,2,0
snowman,2027-02-10,half,1,2,NA
chase4snow,2027-02-10,half,1,3,77000
snowandflow,2027-02-10,half,1,3,0
pinnacle,2027-02-10,half,1,3,77000
fuyu,2027-02-10,half,1,3,0
baddies,2027-02-10,half,1,3,0
gosnow,2027-02-10,half,1,3,0
niss,2027-02-10,half,1,3,0
snowman,2027-02-10,half,1,3,NA
chase4snow,2027-02-10,half,2,0,70000
snowandflow,2027-02-10,half,2,0,62000
pinnacle,2027-02-10,half,2,0,65000
fuyu,2027-02-10,half,2,0,72000
baddies,2027-02-10,half,2,0,81000
gosnow,2027-02-10,half,2,0,99000
niss,2027-02-10,half,2,0,93000
snowman,2027-02-10,half,2,0,NA
chase4snow,2027-02-10,half,2,1,76000
snowandflow,2027-02-10,half,2,1,67000
pinnacle,2027-02-10,half,2,1,71000
fuyu,2027-02-10,half,2,1,0
baddies,2027-02-10,half,2,1,89000
gosnow,2027-02-10,half,2,1,0
niss,2027-02-10,half,2,1,0
snowman,2027-02-10,half,2,1,NA
chase4snow,2027-02-10,half,2,2,76000
snowandflow,2027-02-10,half,2,2,67000
pinnacle,2027-02-10,half,2,2,71000
fuyu,2027-02-10,half,2,2,0
baddies,2027-02-10,half,2,2,89000
gosnow,2027-02-10,half,2,2,0
niss,2027-02-10,half,2,2,0
snowman,2027-02-10,half,2,2,NA
chase4snow,2027-02-10,half,2,3,77000
snowandflow,2027-02-10,half,2,3,0
pinnacle,2027-02-10,half,2,3,80000
fuyu,2027-02-10,half,2,3,0
baddies,2027-02-10,half,2,3,0
gosnow,2027-02-10,half,2,3,0
niss,2027-02-10,half,2,3,0
snowman,2027-02-10,half,2,3,NA
chase4snow,2027-02-10,half,3,0,70000
snowandflow,2027-02-10,half,3,0,72000
pinnacle,2027-02-10,half,3,0,69000
fuyu,2027-02-10,half,3,0,72000
baddies,2027-02-10,half,3,0,81000
gosnow,2027-02-10,half,3,0,99000
niss,2027-02-10,half,3,0,93000
snowman,2027-02-10,half,3,0,NA
chase4snow,2027-02-10,half,3,1,76000
snowandflow,2027-02-10,half,3,1,77000
pinnacle,2027-02-10,half,3,1,75000
fuyu,2027-02-10,half,3,1,0
baddies,2027-02-10,half,3,1,89000
gosnow,2027-02-10,half,3,1,0
niss,2027-02-10,half,3,1,0
snowman,2027-02-10,half,3,1,NA
chase4snow,2027-02-10,half,3,2,76000
snowandflow,2027-02-10,half,3,2,77000
pinnacle,2027-02-10,half,3,2,75000
fuyu,2027-02-10,half,3,2,0
baddies,2027-02-10,half,3,2,89000
gosnow,2027-02-10,half,3,2,0
niss,2027-02-10,half,3,2,0
snowman,2027-02-10,half,3,2,NA
chase4snow,2027-02-10,half,3,3,77000
snowandflow,2027-02-10,half,3,3,0
pinnacle,2027-02-10,half,3,3,84000
fuyu,2027-02-10,half,3,3,0
baddies,2027-02-10,half,3,3,0
gosnow,2027-02-10,half,3,3,0
niss,2027-02-10,half,3,3,0
snowman,2027-02-10,half,3,3,NA
chase4snow,2027-02-10,half,4,0,70000
snowandflow,2027-02-10,half,4,0,76000
pinnacle,2027-02-10,half,4,0,74000
fuyu,2027-02-10,half,4,0,72000
baddies,2027-02-10,half,4,0,0
gosnow,2027-02-10,half,4,0,99000
niss,2027-02-10,half,4,0,93000
snowman,2027-02-10,half,4,0,NA
chase4snow,2027-02-10,half,4,1,76000
snowandflow,2027-02-10,half,4,1,81000
pinnacle,2027-02-10,half,4,1,80000
fuyu,2027-02-10,half,4,1,0
baddies,2027-02-10,half,4,1,0
gosnow,2027-02-10,half,4,1,0
niss,2027-02-10,half,4,1,0
snowman,2027-02-10,half,4,1,NA
chase4snow,2027-02-10,half,4,2,76000
snowandflow,2027-02-10,half,4,2,81000
pinnacle,2027-02-10,half,4,2,80000
fuyu,2027-02-10,half,4,2,0
baddies,2027-02-10,half,4,2,0
gosnow,2027-02-10,half,4,2,0
niss,2027-02-10,half,4,2,0
snowman,2027-02-10,half,4,2,NA
chase4snow,2027-02-10,half,4,3,77000
snowandflow,2027-02-10,half,4,3,0
pinnacle,2027-02-10,half,4,3,89000
fuyu,2027-02-10,half,4,3,0
baddies,2027-02-10,half,4,3,0
gosnow,2027-02-10,half,4,3,0
niss,2027-02-10,half,4,3,0
snowman,2027-02-10,half,4,3,NA
chase4snow,2027-02-10,half,5,0,85000
snowandflow,2027-02-10,half,5,0,0
pinnacle,2027-02-10,half,5,0,0
fuyu,2027-02-10,half,5,0,72000
baddies,2027-02-10,half,5,0,0
gosnow,2027-02-10,half,5,0,99000
niss,2027-02-10,half,5,0,93000
snowman,2027-02-10,half,5,0,NA
chase4snow,2027-02-10,half,5,1,91000
snowandflow,2027-02-10,half,5,1,0
pinnacle,2027-02-10,half,5,1,0
fuyu,2027-02-10,half,5,1,0
baddies,2027-02-10,half,5,1,0
gosnow,2027-02-10,half,5,1,0
niss,2027-02-10,half,5,1,0
snowman,2027-02-10,half,5,1,NA
chase4snow,2027-02-10,half,5,2,91000
snowandflow,2027-02-10,half,5,2,0
pinnacle,2027-02-10,half,5,2,0
fuyu,2027-02-10,half,5,2,0
baddies,2027-02-10,half,5,2,0
gosnow,2027-02-10,half,5,2,0
niss,2027-02-10,half,5,2,0
snowman,2027-02-10,half,5,2,NA
chase4snow,2027-02-10,half,5,3,92000
snowandflow,2027-02-10,half,5,3,0
pinnacle,2027-02-10,half,5,3,0
fuyu,2027-02-10,half,5,3,0
baddies,2027-02-10,half,5,3,0
gosnow,2027-02-10,half,5,3,0
niss,2027-02-10,half,5,3,0
snowman,2027-02-10,half,5,3,NA
chase4snow,2027-02-10,half,6,0,100000
snowandflow,2027-02-10,half,6,0,0
pinnacle,2027-02-10,half,6,0,0
fuyu,2027-02-10,half,6,0,0
baddies,2027-02-10,half,6,0,0
gosnow,2027-02-10,half,6,0,99000
niss,2027-02-10,half,6,0,93000
snowman,2027-02-10,half,6,0,NA
chase4snow,2027-02-10,half,6,1,106000
snowandflow,2027-02-10,half,6,1,0
pinnacle,2027-02-10,half,6,1,0
